PMID,Title,Abstract,ISSN,Journal,Location,Year,FirstAuthorForename,FirstAuthorLastname,FirstAuthorInitials,FirstAuthorAffiliation,Relevant
29770674,[Application of isothermal amplification technology for pathogen detection in parasitic and other diseases].,The ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 232-236,2018,Li,Ting,L,"Key Laboratory of National Health and Family Planning Commission on Parasitic Disease Control and Prevention, Jiangsu Provincial Key Laboratory on Parasite and Vector Control Technology, Jiangsu Institute of Parasitic Diseases, Wuxi 214064, China.",False
29770676,[Treatment and nursing of a cysticercosis patient with multiple foci].,"To analyze the relevant data, including medical history, treatment and nursing of one cysticercosis patient with multiple foci in Baise City, so as to provide the evidence for improving the treatment and nursing of cysticercosis in the future.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 241-243,2018,Fang,Yu-Hua,F,"Affiliated Hospital of Youjiang Medical University for Nationalities, Guangxi Zhuang Autonomous Region, Baise 533000, China.",False
30019548,[Studies on colonization risk and potential geographical distribution of ,To predict the colonization risk and potential geographical distribution of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 249-254,2018,Wang,Yi-An,W,"Jiangsu Institute of Parasitic Diseases, Key Laboratory of National Health and Family Planning Commission on Parasitic Disease Control and Prevention, Jiangsu Provincial Key Laboratory on Parasites and Vector Control Technology, Wuxi 214064, China.",False
30019552,[Effect of cystatin from ,To investigate the effect of cysteine protease inhibitor derived from ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 269-272,2018,Chu,Liang,C,"Second Affiliated Hospital of Bengbu Medical College, Bengbu 233003, China.",False
30019553,[Establishment of a recombinase-aided isothermal amplification technique to detect ,To establish a novel method for the detection of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 273-277,2018,Zhao,Song,Z,"Key Laboratory of National Health and Family Planning Commission on Parasitic Disease Control and Prevention, Jiangsu Provincial Key Laboratory on Parasite and Vector Control Technology, Jiangsu Institute of Parasitic Diseases, Wuxi 214064, China.",False
30019555,[Epidemiological characteristics of echinococcosis death cases in China from 2008 to 2016].,"To understand the epidemiological characteristics of death cases of echinococcosis in China from 2008 to 2016, so as to provide an important reference for the prevention and control of echinococcosis.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 282-288,2018,Tian,Tian,T,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention; Key Laboratory of Parasite and Vector Biology, National Health and Family Planning Commission; WHO Collaborating Centre for Topical Diseases; National Center for International Research on Tropical Diseases, Ministry of Science and Technology, Shanghai 200025, China.",False
30019556,[Epidemic situation of imported malaria and diagnostic capabilities of medical institutions in Wuhan City from 2008 to 2017].,"To understand the epidemiological characteristics of imported malaria and the control and diagnostic capacities of the medical institutions in Wuhan City, so as to offer the evidence for formulating the surveillance and control strategies.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 289-294,2018,Wu,Kai,W,"Wuhan Center for Disease Prevention and Control, Hubei Province, Wuhan 430015, China.",False
30019557,[Effect of ,To investigate the mechanism of Toll-like receptor in intestinal mucosal injury induced by ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 295-299,2018,Ji,Rui,J,"Department of Pathogenic Biology, Weifang Medical College, Weifang 261053, China.",False
30019558,[Dynamics of routine blood tests in BALB/c mice with ,"To understand the changes in body weight, spleen weight and complete blood cells in BALB/c mice infected with ",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 300-306,2018,Cai,Yu-Chun,C,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention, WHO Collaborating Centre for Tropical Diseases, National Center for International Research on Tropical Diseases, Ministry of Science and Technology, Key Laboratory of Parasite and Vector Biology, National Health and Family Planning Commission, Shanghai 200025, China.",False
30019559,[Establishing evaluation system for health education products of parasitic diseases by Delphi method].,"To establish an evaluation system for health education products of parasitic diseases by using a Delphi method, so as to provide references for the evaluation of health education products.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 307-311,2018,Zhu,Hui-Hui,Z,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention; Key Laboratory on Parasite and Vector Biology, National Health and Family Planning Commission; National Center for International Research on Tropical Disease, Ministry of Science and Technology; WHO Collaborating Center for Tropical Diseases, Shanghai 200025, China.",False
30019560,[Sequential analysis of genome of ,To investigate the molecular characteristics of genome sequence of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 312-316,2018,Zhang,Lu-Fei,Z,"Department of Parasitology, Zunyi Medical College, Zunyi 563000, China.",False
30019562,[Investigation on ,To understand the ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 322-324,2018,Huang,Jian-Feng,H,"First People's Hospital of Yuhang District, Hanghzou City, Hangzhou 311100, China.",False
30019563,"[Study on community of acaroid mites breeding in home storages in Linquan Area, Anhui Province].","To investigate the species and diversity of acaroid mites community in home storages in Linquan area, Anhui Province.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 325-328,2018,Guo,Jiao-Jiao,G,"Department of Parasitology, Wannan Medical College, Anhui Province, Wuhu 241002, China.",False
30019564,[Seasonal fluctuations of mosquitoes and application of two surveillance tools in Taibai Lake area of Jining City].,"To investigate the seasonal fluctuations of mosquitoes in Taibai Lake area of Jining City, and evaluate the application effects of two mosquito trapping tools (Gongfu Xiaoshuai mosquito lamp and WJ-C mosquito sampler), so as to provide references for the effective surveillance, prevention and control of local mosquito vectors.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 329-331,2018,Huang,Xiao-Dan,H,"Shandong Institute of Parasitic Diseases, Shandong Academy of Medical Sciences, Jining 272033, China.",False
30019565,[Survey of prevention knowledge and behavior of echinococcosis and influencing factors in residents in agricultural and pastoral areas of Maerkang City].,"To master the prevention knowledge and behavior of echinococcosis and the influencing factors in residents in agricultural and pastoral areas of Maerkang City, so as to provide the reference for formulating the policy and strategy of echinococcosis prevention and control.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 332-335,2018,Wang,Rui-Ou,W,"Department of Health Related Social and Behavioral Science, West China School of Public Health, Sichuan University, Chengdu 610041, China.",False
30019566,[Acaroid mite breeding in ground rice in Wenchang area].,"To investigate the breeding of acaroid mites in the stored grains in Wenchang area, Hainan Province, China.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 336-338,2018,Zhao,Ya-Nan,Z,"Department of Medical Parasitology, Wannan Medical College, Wuhu 241002, China.",False
30019567,[Tracking evaluation on implementation of ,"To understand the knowledge, usage, applicability of the standard and the suggestions on the implementation of ",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 339-342,2018,Pang,Ya-Nan,P,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention, WHO Collaborating Centre for Tropical Diseases, National Center for International Research on Tropical Diseases, Ministry of Science and Technology, Key Laboratory of Parasites and Vector Biology, National Health and Family Planning Commission of China, Shanghai 200025, China.",False
30019568,[Historical ,To understand the distribution and characteristics of historical ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 343-345,2018,Zhang,Jing-Xin,Z,"Baoshan District Center for Disease Control and Prevention, Shanghai City, Shanghai 201901, China.",False
30019569,[Surveillance results of national monitoring sites for soil-transmitted nematode infections in Xinchang County from 2009 to 2017].,"To understand the infection status of soil-transmitted nematodes in Xinchang County, so as to offer the evidence for the formulation of control measures.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 346-348,2018,Chen,You-Mei,C,"Xinchang Center for Disease Control and Prevention, Zhejiang Province, Xinchang 312500, China.",False
30019570,"[Investigation on knowledge, attitude and practice (KAP) of college students on foodborne parasitic diseases in Wuhu City].","To understand the status of knowledge, attitude and practice (KAP) on foodborne parasitic diseases and the influencing factors among college students in Wuhu City, so as to provide the evidence for the development of strategies on health education.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 349-352,2018,Zhang,Ming,Z,"Department of Nursing, Wannan Medical College, Wuhu 241002, China.",False
30019572,[Anemia due to hookworm disease: a case report].,"This paper reports one case of anemia due to hookworm disease. The case was diagnosed through the stool routine examination, in which the hookworm ova were found. It is suggested that the role of stool routine examination in the diagnosis of hookworm disease should be paid much attention.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 357-358,2018,Zhang,Qing-Qing,Z,"Clinical Laboratory, Central People's Hospital of Tengzhou City, Shandong Province, Tengzhou 277500, China.",False
